Mod:Item:MetaData, Localized Name
mekanism:basicblock:9, Динамический резервуар
mekanism:basicblock:10, Структурное стекло
mekanism:basicblock:11, Динамический вентиль
mekanism:basicblock:12, Медный блок
mekanism:basicblock:13, Оловянный блок
mekanism:basicblock:14, Контроллер теплового испарителя
mekanism:basicblock:15, Вентиль теплового испарителя
mekanism:basicblock2:0, Блок теплового испарителя
mekanism:basicblock2:1, Индукционный корпус
mekanism:basicblock2:2, Индукционный порт
mekanism:basicblock2:3, Базовая индукционная ячейка
mekanism:basicblock2:3, Продвинутая индукционная ячейка
mekanism:basicblock2:3, Элитная индукционная ячейка
mekanism:basicblock2:3, Совершенная индукционная ячейка
mekanism:basicblock2:4, Базовый индукционный поставщик
mekanism:basicblock2:4, Продвинутый индукционный поставщик
mekanism:basicblock2:4, Элитный индукционный поставщик
mekanism:basicblock2:4, Совершенный индукционный поставщик
mekanism:basicblock2:5, Сверхмощный нагревательный элемент
mekanism:basicblock2:6, Рассеиватель давления
mekanism:basicblock2:7, Обшивка бойлера
mekanism:basicblock2:8, Вентиль бойлера
mekanism:basicblock2:9, Защитный блок
mekanism:machineblock:0, Камера обогащения
mekanism:machineblock:1, Осмиевый компрессор
mekanism:machineblock:2, Объединитель
mekanism:machineblock:3, Дробитель
mekanism:machineblock:4, Цифровой шахтёр
mekanism:machineblock:5, Базовый Плавящий Механизм
mekanism:machineblock:5, Базовый Обогащающий Механизм
mekanism:machineblock:5, Базовый Дробящий Механизм
mekanism:machineblock:5, Базовый Сжимающий Механизм
mekanism:machineblock:5, Базовый Объединяющий Механизм
mekanism:machineblock:5, Базовый Очищающий Механизм
mekanism:machineblock:5, Базовый Впрыскивающий Механизм
mekanism:machineblock:5, Базовый Наполняющий Механизм
mekanism:machineblock:5, Базовый Распиловка Механизм
mekanism:machineblock:6, Продвинутый Плавящий Механизм
mekanism:machineblock:6, Продвинутый Обогащающий Механизм
mekanism:machineblock:6, Продвинутый Дробящий Механизм
mekanism:machineblock:6, Продвинутый Сжимающий Механизм
mekanism:machineblock:6, Продвинутый Объединяющий Механизм
mekanism:machineblock:6, Продвинутый Очищающий Механизм
mekanism:machineblock:6, Продвинутый Впрыскивающий Механизм
mekanism:machineblock:6, Продвинутый Наполняющий Механизм
mekanism:machineblock:6, Продвинутый Распиловка Механизм
mekanism:machineblock:7, Элитный Плавящий Механизм
mekanism:machineblock:7, Элитный Обогащающий Механизм
mekanism:machineblock:7, Элитный Дробящий Механизм
mekanism:machineblock:7, Элитный Сжимающий Механизм
mekanism:machineblock:7, Элитный Объединяющий Механизм
mekanism:machineblock:7, Элитный Очищающий Механизм
mekanism:machineblock:7, Элитный Впрыскивающий Механизм
mekanism:machineblock:7, Элитный Наполняющий Механизм
mekanism:machineblock:7, Элитный Распиловка Механизм
mekanism:machineblock:8, Металлургический наполнитель
mekanism:machineblock:9, Камера очистки
mekanism:machineblock:10, Энергетическая плавильня
mekanism:machineblock:11, Телепорт
mekanism:machineblock:12, Электрическая помпа
mekanism:machineblock:13, Личный сундук
mekanism:machineblock:14, Зарядник
mekanism:machineblock:15, Логистический сортировщик
mekanism:machineblock2:0, Роторный сгуститель
mekanism:machineblock2:1, Химический окислитель
mekanism:machineblock2:2, Химический наполнитель
mekanism:machineblock2:3, Химическая инъекционная камера
mekanism:machineblock2:4, Электролитический сепаратор
mekanism:machineblock2:5, Точная лесопилка
mekanism:machineblock2:6, Химическая камера растворения
mekanism:machineblock2:7, Химический мойщик
mekanism:machineblock2:8, Химический кристаллизатор
mekanism:machineblock2:9, Сейсмический вибромеханизм
mekanism:machineblock2:10, Камера реакций под давлением
mekanism:machineblock2:11, Базовый жидкостный бак
mekanism:machineblock2:11, Продвинутый жидкостный бак
mekanism:machineblock2:11, Элитный жидкостный бак
mekanism:machineblock2:11, Совершенный жидкостный бак
mekanism:machineblock2:11, Творческий жидкостный бак
mekanism:machineblock2:12, Жидкостный снабжатель
mekanism:machineblock2:13, Лазер
mekanism:machineblock2:14, Усилитель лазера
mekanism:machineblock2:15, Лазерный притягиватель
mekanism:machineblock3:0, Квантовый телепорт
mekanism:machineblock3:1, Солнечный активатор нейтронов
mekanism:machineblock3:3, Унификатор словаря руд
mekanism:machineblock3:4, Устойчивый нагреватель
mekanism:machineblock3:5, Формульный сборщик
mekanism:machineblock3:6, Твердотопливный нагреватель
mekanism:oreblock:0, Осмиевая руда
mekanism:oreblock:1, Медная руда
mekanism:oreblock:2, Оловянная руда
mekanism:energycube:0, Основной энергетический куб
mekanism:energycube:0, Основной энергетический куб
mekanism:energycube:0, Продвинутый энергетический куб
mekanism:energycube:0, Продвинутый энергетический куб
mekanism:energycube:0, Элитный энергетический куб
mekanism:energycube:0, Элитный энергетический куб
mekanism:energycube:0, Совершенный энергетический куб
mekanism:energycube:0, Совершенный энергетический куб
mekanism:energycube:0, Творческий энергетический куб
mekanism:energycube:0, Творческий энергетический куб
mekanism:transmitter:0, Базовый универсальный провод
mekanism:transmitter:0, Продвинутый универсальный провод
mekanism:transmitter:0, Элитный универсальный провод
mekanism:transmitter:0, Совершенный универсальный провод
mekanism:transmitter:1, Базовая механическая труба
mekanism:transmitter:1, Продвинутая механическая труба
mekanism:transmitter:1, Элитная механическая труба
mekanism:transmitter:1, Совершенная механическая труба
mekanism:transmitter:2, Базовая герметичная труба
mekanism:transmitter:2, Продвинутая герметичная труба
mekanism:transmitter:2, Элитная герметичная труба
mekanism:transmitter:2, Совершенная герметичная труба
mekanism:transmitter:3, Базовый логистический транспортер
mekanism:transmitter:3, Продвинутый логистический транспортер
mekanism:transmitter:3, Элитный логистический транспортер
mekanism:transmitter:3, Совершенный логистический транспортер
mekanism:transmitter:4, Ограничительный транспортер
mekanism:transmitter:5, Отклоняющий транспортер
mekanism:transmitter:6, Базовый теплопровод
mekanism:transmitter:6, Продвинутый теплопровод
mekanism:transmitter:6, Элитный теплопровод
mekanism:transmitter:6, Совершенный теплопровод
mekanism:obsidiantnt, Обсидиановый динамит
mekanism:boundingblock, Скреплённый блок
mekanism:gastank:0, Базовый газовый баллон
mekanism:gastank:0, Продвинутый газовый баллон
mekanism:gastank:0, Элитный газовый баллон
mekanism:gastank:0, Совершенный газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:cardboardbox, Картонная коробка
mekanism:glowpanel:0, §8Черный Cветящийся полублок
mekanism:glowpanel:1, §cКрасный Cветящийся полублок
mekanism:glowpanel:2, §2Зеленый Cветящийся полублок
mekanism:glowpanel:3, §6Коричневый Cветящийся полублок
mekanism:glowpanel:4, §1Синий Cветящийся полублок
mekanism:glowpanel:5, §5Фиолетовый Cветящийся полублок
mekanism:glowpanel:6, §3Темно-Голубой Cветящийся полублок
mekanism:glowpanel:7, §7Светло-Серый Cветящийся полублок
mekanism:glowpanel:8, §8Серый Cветящийся полублок
mekanism:glowpanel:9, §dРозовый Cветящийся полублок
mekanism:glowpanel:10, §aСветло-Зеленый Cветящийся полублок
mekanism:glowpanel:11, §eЖелтый Cветящийся полублок
mekanism:glowpanel:12, §9Светло-Голубой Cветящийся полублок
mekanism:glowpanel:13, §dПурпурный Cветящийся полублок
mekanism:glowpanel:14, §6Оранжевый Cветящийся полублок
mekanism:glowpanel:15, §fБелый Cветящийся полублок
mekanism:plasticblock:0, §8Черный Пластиковый блок
mekanism:plasticblock:1, §cКрасный Пластиковый блок
mekanism:plasticblock:2, §2Зеленый Пластиковый блок
mekanism:plasticblock:3, §6Коричневый Пластиковый блок
mekanism:plasticblock:4, §1Синий Пластиковый блок
mekanism:plasticblock:5, §5Фиолетовый Пластиковый блок
mekanism:plasticblock:6, §3Темно-Голубой Пластиковый блок
mekanism:plasticblock:7, §7Светло-Серый Пластиковый блок
mekanism:plasticblock:8, §8Серый Пластиковый блок
mekanism:plasticblock:9, §dРозовый Пластиковый блок
mekanism:plasticblock:10, §aСветло-Зеленый Пластиковый блок
mekanism:plasticblock:11, §eЖелтый Пластиковый блок
mekanism:plasticblock:12, §9Светло-Голубой Пластиковый блок
mekanism:plasticblock:13, §dПурпурный Пластиковый блок
mekanism:plasticblock:14, §6Оранжевый Пластиковый блок
mekanism:plasticblock:15, §fБелый Пластиковый блок
mekanism:slickplasticblock:0, §8Черный Гладкий пластиковый блок
mekanism:slickplasticblock:1, §cКрасный Гладкий пластиковый блок
mekanism:slickplasticblock:2, §2Зеленый Гладкий пластиковый блок
mekanism:slickplasticblock:3, §6Коричневый Гладкий пластиковый блок
mekanism:slickplasticblock:4, §1Синий Гладкий пластиковый блок
mekanism:slickplasticblock:5, §5Фиолетовый Гладкий пластиковый блок
mekanism:slickplasticblock:6, §3Темно-Голубой Гладкий пластиковый блок
mekanism:slickplasticblock:7, §7Светло-Серый Гладкий пластиковый блок
mekanism:slickplasticblock:8, §8Серый Гладкий пластиковый блок
mekanism:slickplasticblock:9, §dРозовый Гладкий пластиковый блок
mekanism:slickplasticblock:10, §aСветло-Зеленый Гладкий пластиковый блок
mekanism:slickplasticblock:11, §eЖелтый Гладкий пластиковый блок
mekanism:slickplasticblock:12, §9Светло-Голубой Гладкий пластиковый блок
mekanism:slickplasticblock:13, §dПурпурный Гладкий пластиковый блок
mekanism:slickplasticblock:14, §6Оранжевый Гладкий пластиковый блок
mekanism:slickplasticblock:15, §fБелый Гладкий пластиковый блок
mekanism:glowplasticblock:0, §8Черный Пластиковый светящийся блок
mekanism:glowplasticblock:1, §cКрасный Пластиковый светящийся блок
mekanism:glowplasticblock:2, §2Зеленый Пластиковый светящийся блок
mekanism:glowplasticblock:3, §6Коричневый Пластиковый светящийся блок
mekanism:glowplasticblock:4, §1Синий Пластиковый светящийся блок
mekanism:glowplasticblock:5, §5Фиолетовый Пластиковый светящийся блок
mekanism:glowplasticblock:6, §3Темно-Голубой Пластиковый светящийся блок
mekanism:glowplasticblock:7, §7Светло-Серый Пластиковый светящийся блок
mekanism:glowplasticblock:8, §8Серый Пластиковый светящийся блок
mekanism:glowplasticblock:9, §dРозовый Пластиковый светящийся блок
mekanism:glowplasticblock:10, §aСветло-Зеленый Пластиковый светящийся блок
mekanism:glowplasticblock:11, §eЖелтый Пластиковый светящийся блок
mekanism:glowplasticblock:12, §9Светло-Голубой Пластиковый светящийся блок
mekanism:glowplasticblock:13, §dПурпурный Пластиковый светящийся блок
mekanism:glowplasticblock:14, §6Оранжевый Пластиковый светящийся блок
mekanism:glowplasticblock:15, §fБелый Пластиковый светящийся блок
mekanism:reinforcedplasticblock:0, §8Черный Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:1, §cКрасный Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:2, §2Зеленый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:3, §6Коричневый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:4, §1Синий Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:5, §5Фиолетовый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:6, §3Темно-Голубой Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:7, §7Светло-Серый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:8, §8Серый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:9, §dРозовый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:10, §aСветло-Зеленый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:11, §eЖелтый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:12, §9Светло-Голубой Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:13, §dПурпурный Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:14, §6Оранжевый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:15, §fБелый Укреплённый пластиковый блок
mekanism:roadplasticblock:0, §8Черный Пластиковый путь
mekanism:roadplasticblock:1, §cКрасный Пластиковый путь
mekanism:roadplasticblock:2, §2Зеленый Пластиковый путь
mekanism:roadplasticblock:3, §6Коричневый Пластиковый путь
mekanism:roadplasticblock:4, §1Синий Пластиковый путь
mekanism:roadplasticblock:5, §5Фиолетовый Пластиковый путь
mekanism:roadplasticblock:6, §3Темно-Голубой Пластиковый путь
mekanism:roadplasticblock:7, §7Светло-Серый Пластиковый путь
mekanism:roadplasticblock:8, §8Серый Пластиковый путь
mekanism:roadplasticblock:9, §dРозовый Пластиковый путь
mekanism:roadplasticblock:10, §aСветло-Зеленый Пластиковый путь
mekanism:roadplasticblock:11, §eЖелтый Пластиковый путь
mekanism:roadplasticblock:12, §9Светло-Голубой Пластиковый путь
mekanism:roadplasticblock:13, §dПурпурный Пластиковый путь
mekanism:roadplasticblock:14, §6Оранжевый Пластиковый путь
mekanism:roadplasticblock:15, §fБелый Пластиковый путь
mekanism:plasticfence:0, §8Черный Пластиковый забор
mekanism:plasticfence:1, §cКрасный Пластиковый забор
mekanism:plasticfence:2, §2Зеленый Пластиковый забор
mekanism:plasticfence:3, §6Коричневый Пластиковый забор
mekanism:plasticfence:4, §1Синий Пластиковый забор
mekanism:plasticfence:5, §5Фиолетовый Пластиковый забор
mekanism:plasticfence:6, §3Темно-Голубой Пластиковый забор
mekanism:plasticfence:7, §7Светло-Серый Пластиковый забор
mekanism:plasticfence:8, §8Серый Пластиковый забор
mekanism:plasticfence:9, §dРозовый Пластиковый забор
mekanism:plasticfence:10, §aСветло-Зеленый Пластиковый забор
mekanism:plasticfence:11, §eЖелтый Пластиковый забор
mekanism:plasticfence:12, §9Светло-Голубой Пластиковый забор
mekanism:plasticfence:13, §dПурпурный Пластиковый забор
mekanism:plasticfence:14, §6Оранжевый Пластиковый забор
mekanism:plasticfence:15, §fБелый Пластиковый забор
mekanism:saltblock, Блок соли
quark:roots, tile.roots.name
quark:root, item.root.name
quark:roots_blue_flower, tile.roots_blue_flower.name
quark:roots_black_flower, tile.roots_black_flower.name
quark:roots_white_flower, tile.roots_white_flower.name
quark:root_flower:0, Синий росток
quark:root_flower:1, Черный росток
quark:root_flower:2, Белый росток
quark:root_dye:0, Синий краситель
quark:root_dye:1, Черный краситель
quark:root_dye:2, Белый краситель
quark:diamond_heart, item.diamond_heart.name
quark:archaeologist_hat, item.archaeologist_hat.name
quark:variant_leaves:0, Swamp Oak Leaves
quark:variant_leaves:1, Blossoming Leaves
quark:variant_sapling:0, Swamp Oak Sapling
quark:variant_sapling:1, Blossoming Sapling
quark:crystal:0, Белый пещерный кристалл
quark:crystal:1, Красный пещерный кристалл
quark:crystal:2, Оранжевый пещерный кристалл
quark:crystal:3, Жёлтый пещерный кристалл
quark:crystal:4, Зелёный пещерный кристалл
quark:crystal:5, Синий пещерный кристалл
quark:crystal:6, Индиго пещерный кристалл
quark:crystal:7, Фиолетовый пещерный кристалл
quark:crystal:8, Black Cave Crystal
quark:crystal_pane:0, White Cave Crystal Sheet
quark:crystal_pane:1, Red Cave Crystal Sheet
quark:crystal_pane:2, Orange Cave Crystal Sheet
quark:crystal_pane:3, Yellow Cave Crystal Sheet
quark:crystal_pane:4, Green Cave Crystal Sheet
quark:crystal_pane:5, Blue Cave Crystal Sheet
quark:crystal_pane:6, Indigo Cave Crystal Sheet
quark:crystal_pane:7, Violet Cave Crystal Sheet
quark:crystal_pane:8, Black Cave Crystal Sheet
quark:stone_speleothem, tile.stone_speleothem.name
quark:granite_speleothem, tile.granite_speleothem.name
quark:diorite_speleothem, tile.diorite_speleothem.name
quark:andesite_speleothem, tile.andesite_speleothem.name
quark:netherrack_speleothem, tile.netherrack_speleothem.name
quark:basalt_speleothem, tile.basalt_speleothem.name
quark:marble_speleothem, tile.marble_speleothem.name
quark:limestone_speleothem, tile.limestone_speleothem.name
quark:jasper_speleothem, tile.jasper_speleothem.name
quark:slate_speleothem, tile.slate_speleothem.name
quark:biotite_ore, tile.biotite_ore.name
quark:biotite_block:0, Блок биотита
quark:biotite_block:1, Резной блок биотита
quark:biotite_block:2, Колонна из биотита
quark:biotite, item.biotite.name
quark:biotite_slab:0, Плита биотита
quark:biotite_stairs, tile.biotite_stairs.name
quark:biotite_wall, tile.biotite_wall.name
quark:monster_box, tile.monster_box.name
quark:basalt:0, Базальт
quark:basalt:1, Гладкий базальт
quark:stone_basalt_slab:0, Базальтовая плита
quark:stone_basalt_stairs, tile.stone_basalt_stairs.name
quark:basalt_wall, tile.basalt_wall.name
quark:frog_leg, item.frog_leg.name
quark:cooked_frog_leg, item.cooked_frog_leg.name
quark:golden_frog_leg, item.golden_frog_leg.name
quark:pirate_hat, item.pirate_hat.name
quark:crab_leg, item.crab_leg.name
quark:cooked_crab_leg, item.cooked_crab_leg.name
quark:crab_shell, item.crab_shell.name
quark:marble:0, Мрамор
quark:marble:1, Гладкий мрамор
quark:stone_marble_slab:0, Плита из мрамора
quark:stone_marble_stairs, tile.stone_marble_stairs.name
quark:marble_wall, tile.marble_wall.name
quark:limestone:0, Известняк
quark:limestone:1, Гладкий известняк
quark:stone_limestone_slab:0, Плита из известняка
quark:stone_limestone_stairs, tile.stone_limestone_stairs.name
quark:limestone_wall, tile.limestone_wall.name
quark:jasper:0, Jasper
quark:jasper:1, Polished Jasper
quark:stone_jasper_slab:0, Jasper Slab
quark:stone_jasper_stairs, tile.stone_jasper_stairs.name
quark:jasper_wall, tile.jasper_wall.name
quark:slate:0, Slate
quark:slate:1, Polished Slate
quark:stone_slate_slab:0, Slate Slab
quark:stone_slate_stairs, tile.stone_slate_stairs.name
quark:slate_wall, tile.slate_wall.name
quark:biome_cobblestone:0, Серный камень
quark:biome_cobblestone:1, Ледниковый камень
quark:biome_cobblestone:2, Cobbedstone
quark:biome_brick:0, Серные кирпичи
quark:biome_brick:1, Ледниковые кирпичи
quark:elder_prismarine:0, Древний призмарин
quark:elder_prismarine:1, Кирпичи из древнего призмарина
quark:elder_prismarine:2, Древний темный призмарин
quark:elder_sea_lantern, tile.elder_sea_lantern.name
quark:fire_stone_slab:0, Плита из серного камня
quark:fire_stone_stairs, tile.fire_stone_stairs.name
quark:fire_stone_brick_slab:0, Плита из серного кирпича
quark:fire_stone_brick_stairs, tile.fire_stone_brick_stairs.name
quark:icy_stone_slab:0, Плита из ледникового камня
quark:icy_stone_stairs, tile.icy_stone_stairs.name
quark:icy_stone_brick_slab:0, Плита из ледникового кирпича
quark:icy_stone_brick_stairs, tile.icy_stone_brick_stairs.name
quark:cobbed_stone_slab:0, Cobbedstone Slab
quark:cobbed_stone_stairs, tile.cobbed_stone_stairs.name
quark:elder_prismarine_slab:0, Плита из древнего призмарина
quark:elder_prismarine_stairs, tile.elder_prismarine_stairs.name
quark:elder_prismarine_bricks_slab:0, Плита из кирпича древнего призмарина
quark:elder_prismarine_bricks_stairs, tile.elder_prismarine_bricks_stairs.name
quark:elder_prismarine_dark_slab:0, Плита из древнего темного призмарина
quark:elder_prismarine_dark_stairs, tile.elder_prismarine_dark_stairs.name
quark:fire_stone_wall, tile.fire_stone_wall.name
quark:icy_stone_wall, tile.icy_stone_wall.name
quark:cobbed_stone_wall, tile.cobbed_stone_wall.name
quark:fire_stone_brick_wall, tile.fire_stone_brick_wall.name
quark:icy_stone_brick_wall, tile.icy_stone_brick_wall.name
quark:elder_prismarine_wall, tile.elder_prismarine_wall.name
quark:elder_prismarine_bricks_wall, tile.elder_prismarine_bricks_wall.name
quark:elder_prismarine_dark_wall, tile.elder_prismarine_dark_wall.name
quark:glowcelium, tile.glowcelium.name
quark:glowshroom, tile.glowshroom.name
quark:glowshroom_block, tile.glowshroom_block.name
quark:soul_bead, item.soul_bead.name
quark:smoker, tile.smoker.name
quark:witch_hat, item.witch_hat.name
quark:pickarang, item.pickarang.name
quark:arrow_ender, item.arrow_ender.name
quark:arrow_explosive, item.arrow_explosive.name
quark:arrow_torch, item.arrow_torch.name
quark:slime_bucket:0, Слизь в ведре
quark:rune:0, Белая руна
quark:rune:1, Оранжевая руна
quark:rune:2, Пурпурная руна
quark:rune:3, Голубая руна
quark:rune:4, Жёлтая руна
quark:rune:5, Лаймовая руна
quark:rune:6, Розовая руна
quark:rune:7, Серая руна
quark:rune:8, Светло-серая руна
quark:rune:9, Бирюзовая руна
quark:rune:10, Фиолетовая руна
quark:rune:11, Синяя руна
quark:rune:12, Коричневая руна
quark:rune:13, Зелёная руна
quark:rune:14, Красная руна
quark:rune:15, Чёрная руна
quark:rune:16, Радужная руна
quark:black_ash, tile.black_ash.name
quark:ancient_tome, item.ancient_tome.name
quark:horse_whistle, item.horse_whistle.name
quark:soul_powder, item.soul_powder.name
quark:parrot_egg:0, Яйцо красного попугая
quark:parrot_egg:1, Яйцо синего попугая
quark:parrot_egg:2, Яйцо зелёного попугая
quark:parrot_egg:3, Яйцо голубого попугая
quark:parrot_egg:4, Яйцо серого попугая
quark:enderdragon_scale, item.enderdragon_scale.name
quark:sandstone_new:0, Полированный песчаник
quark:sandstone_new:1, Кирпичи из песчаника
quark:sandstone_new:2, Полированный красный песчаник
quark:sandstone_new:3, Кирпичи из красного песчаника
quark:sandstone_new:4, Полированный песок душ
quark:sandstone_new:5, Кирпичи из песка душ
quark:sandstone_bricks_stairs, tile.sandstone_bricks_stairs.name
quark:red_sandstone_bricks_stairs, tile.red_sandstone_bricks_stairs.name
quark:soul_sandstone_bricks_stairs, tile.soul_sandstone_bricks_stairs.name
quark:sandstone_smooth_slab:0, Плита отполированного песчаника
quark:sandstone_bricks_slab:0, Плита из кирпичей песчаника
quark:red_sandstone_smooth_slab:0, Плита отполированного красного песчаника
quark:red_sandstone_bricks_slab:0, Плита из кирпичей красного песчанника
quark:soul_sandstone_smooth_slab:0, Полированный полублок из песка душ
quark:soul_sandstone_bricks_slab:0, Кирпичный полублок из песка душ
quark:polished_stone, tile.polished_stone.name
quark:stone_wall, tile.stone_wall.name
quark:stone_granite_wall, tile.stone_granite_wall.name
quark:stone_diorite_wall, tile.stone_diorite_wall.name
quark:stone_andesite_wall, tile.stone_andesite_wall.name
quark:sandstone_wall, tile.sandstone_wall.name
quark:red_sandstone_wall, tile.red_sandstone_wall.name
quark:stonebrick_wall, tile.stonebrick_wall.name
quark:brick_wall, tile.brick_wall.name
quark:quartz_wall, tile.quartz_wall.name
quark:prismarine_rough_wall, tile.prismarine_rough_wall.name
quark:prismarine_bricks_wall, tile.prismarine_bricks_wall.name
quark:dark_prismarine_wall, tile.dark_prismarine_wall.name
quark:purpur_block_wall, tile.purpur_block_wall.name
quark:end_bricks_wall, tile.end_bricks_wall.name
quark:stonebrick_mossy_wall, tile.stonebrick_mossy_wall.name
quark:stained_planks:0, Белые крашеные доски
quark:stained_planks:1, Оранжевые крашеные доски
quark:stained_planks:2, Сиреневые крашеные доски
quark:stained_planks:3, Голубые крашеные доски
quark:stained_planks:4, Жёлтые крашеные доски
quark:stained_planks:5, Лаймовые крашеные доски
quark:stained_planks:6, Розовые крашеные доски
quark:stained_planks:7, Серые крашеные доски
quark:stained_planks:8, Светло-серые крашеные доски
quark:stained_planks:9, Бирюзовые крашеные доски
quark:stained_planks:10, Пурпурные крашеные доски
quark:stained_planks:11, Синие крашеные доски
quark:stained_planks:12, Коричневые крашеные доски
quark:stained_planks:13, Зелёные крашеные доски
quark:stained_planks:14, Красные крашеные доски
quark:stained_planks:15, Чёрные крашеные доски
quark:stained_planks_white_stairs, tile.stained_planks_white_stairs.name
quark:stained_planks_orange_stairs, tile.stained_planks_orange_stairs.name
quark:stained_planks_magenta_stairs, tile.stained_planks_magenta_stairs.name
quark:stained_planks_light_blue_stairs, tile.stained_planks_light_blue_stairs.name
quark:stained_planks_yellow_stairs, tile.stained_planks_yellow_stairs.name
quark:stained_planks_lime_stairs, tile.stained_planks_lime_stairs.name
quark:stained_planks_pink_stairs, tile.stained_planks_pink_stairs.name
quark:stained_planks_gray_stairs, tile.stained_planks_gray_stairs.name
quark:stained_planks_silver_stairs, tile.stained_planks_silver_stairs.name
quark:stained_planks_cyan_stairs, tile.stained_planks_cyan_stairs.name
quark:stained_planks_purple_stairs, tile.stained_planks_purple_stairs.name
quark:stained_planks_blue_stairs, tile.stained_planks_blue_stairs.name
quark:stained_planks_brown_stairs, tile.stained_planks_brown_stairs.name
quark:stained_planks_green_stairs, tile.stained_planks_green_stairs.name
quark:stained_planks_red_stairs, tile.stained_planks_red_stairs.name
quark:stained_planks_black_stairs, tile.stained_planks_black_stairs.name
quark:stained_planks_white_slab:0, Плита из белого крашеного дерева
quark:stained_planks_orange_slab:0, Плита из оранжевого крашеного дерева
quark:stained_planks_magenta_slab:0, Плита из сиреневого крашеного дерева
quark:stained_planks_light_blue_slab:0, Плита из голубого крашеного дерева
quark:stained_planks_yellow_slab:0, Плита из жёлтого крашеного дерева
quark:stained_planks_lime_slab:0, Плита из лаймового крашеного дерева
quark:stained_planks_pink_slab:0, Плита из розового крашеного дерева
quark:stained_planks_gray_slab:0, Плита из серого крашеного дерева
quark:stained_planks_silver_slab:0, Плита из светло-серого крашеного дерева
quark:stained_planks_cyan_slab:0, Плита из бирюзового крашеного дерева
quark:stained_planks_purple_slab:0, Плита из пурпурного крашеного дерева
quark:stained_planks_blue_slab:0, Плита из синего крашеного дерева
quark:stained_planks_brown_slab:0, Плита из коричневого крашеного дерева
quark:stained_planks_green_slab:0, Плита из зелёного крашеного дерева
quark:stained_planks_red_slab:0, Плита из красного крашеного дерева
quark:stained_planks_black_slab:0, Плита из чёрного крашеного дерева
quark:hardened_clay_tiles, tile.hardened_clay_tiles.name
quark:hardened_clay_tiles_stairs, tile.hardened_clay_tiles_stairs.name
quark:hardened_clay_tiles_slab:0, Полублок плитки из обожженной глины
quark:stained_clay_tiles:0, Плитка из белой глины
quark:stained_clay_tiles:1, Плитка из оранжевой глины
quark:stained_clay_tiles:2, Плитка из пурпурной глины
quark:stained_clay_tiles:3, Плитка из голубой глины
quark:stained_clay_tiles:4, Плитка из жёлтой глины
quark:stained_clay_tiles:5, Плитка из лаймовой глины
quark:stained_clay_tiles:6, Плитка из розовой глины
quark:stained_clay_tiles:7, Плитка из серой глины
quark:stained_clay_tiles:8, Плитка из светло-серой глины
quark:stained_clay_tiles:9, Плитка из бирюзовой глины
quark:stained_clay_tiles:10, Плитка из фиолетовой глины
quark:stained_clay_tiles:11, Плитка из синей глины
quark:stained_clay_tiles:12, Плитка из коричневой глины
quark:stained_clay_tiles:13, Плитка из зелёной глины
quark:stained_clay_tiles:14, Плитка из красной глины
quark:stained_clay_tiles:15, Плитка из чёрной глины
quark:stained_clay_tiles_white_stairs, tile.stained_clay_tiles_white_stairs.name
quark:stained_clay_tiles_orange_stairs, tile.stained_clay_tiles_orange_stairs.name
quark:stained_clay_tiles_magenta_stairs, tile.stained_clay_tiles_magenta_stairs.name
quark:stained_clay_tiles_light_blue_stairs, tile.stained_clay_tiles_light_blue_stairs.name
quark:stained_clay_tiles_yellow_stairs, tile.stained_clay_tiles_yellow_stairs.name
quark:stained_clay_tiles_lime_stairs, tile.stained_clay_tiles_lime_stairs.name
quark:stained_clay_tiles_pink_stairs, tile.stained_clay_tiles_pink_stairs.name
quark:stained_clay_tiles_gray_stairs, tile.stained_clay_tiles_gray_stairs.name
quark:stained_clay_tiles_silver_stairs, tile.stained_clay_tiles_silver_stairs.name
